site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,pad_mass_g,pad_epiphyte_mass_g,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,shoot_mass_fw,shoot_foil,shoot_foil_dw,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_pad_mass_g,xs_epiphyte_pad_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,polychaete_count,other_animal_notes,notes
2017_L_03,25/5/17,20170525,5,5,4.4,1.0,0.6,0.4,0.3,0.2,4.0,11.1,33.8,6.9,5.0,29.9,19.9,37.2,,,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,,,0.6550,0.6571,0.8266,1.1758,1.2554,0.8030,1.9274,2.0547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,1,5.0,2.0,1.0,0.9,0.6,0.3,36.2,48.4,9.6,39.0,20.1,42.4,50.2,,,,0.3,0.3,0.2,0.4,0.4,0.4,0.4,,,,0.7158,0.7290,0.6401,1.4033,1.4711,1.5450,1.6742,1.8940,7.5687,1.0001,1.9002,,,,,,,4,0.0086,0.3343,0.3353,,,,,3,0.0392,0.4114,0.4276,,,,,,,,,7,"1 clam; Herring Eggs  FW=2.1366, foil=.413, DW=1.1142",
2017_L_03,25/5/17,20170525,6,2,3.4,1.0,1.1,0.6,0.4,0.2,31.2,36.4,30.4,19.9,39.8,,,,,,0.3,0.4,0.4,0.4,0.4,,,,,,0.7147,0.7171,0.4045,1.2374,1.2865,0.9813,1.8751,2.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,3,5.0,2.0,3.0,,,,36.6,14.3,51.4,29.4,9.1,53.4,5.4,50.2,,,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.5,,,0.6310,0.6397,0.5745,1.2901,1.3443,1.8126,1.4153,1.6778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,4,0.8,0.4,0.4,,,,15.1,27.8,6.7,19.6,2.7,26.2,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,0.6692,0.6708,0.0882,1.3434,1.3533,0.3878,1.4145,1.4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,6,5,5.0,2.0,1.4,1.1,0.5,,45.6,46.2,37.0,52.2,33.4,,,,,,0.4,0.5,0.5,0.4,0.3,,,,,,0.7162,0.7312,0.6216,1.3745,1.4435,1.4856,1.5870,1.7874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,1,5.0,2.0,2.0,1.0,,,34.2,18.9,6.6,37.2,52.2,27.1,50.0,,,,0.3,0.3,0.2,0.3,0.4,0.4,0.4,,,,0.6677,0.6984,0.4386,1.4007,1.4476,1.3111,2.0821,2.2714,7.3737,1.0407,1.8069,,,,,,,1,0.0058,0.7285,0.7285,2,0.0216,0.7336,0.7361,1,0.0180,0.6062,0.6128,1,0.0074,0.6949,0.6964,,,,,9,1 clam,
2017_L_03,25/5/17,20170525,7,2,4.4,1.0,0.8,0.8,0.8,0.4,40.8,36.2,17.1,16.0,50.0,37.2,,,,,0.3,0.2,0.3,0.3,0.3,0.4,,,,,0.8002,0.8086,0.4516,1.4050,1.4628,1.0167,1.3868,1.5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,3,4.7,1.7,1.1,0.9,0.4,0.4,30.2,14.1,9.3,49.4,32.2,9.3,33.2,49.8,,,0.3,0.2,0.3,0.4,0.4,0.4,0.4,0.3,,,0.6878,0.7568,0.6089,1.3137,1.3833,0.9926,1.5679,1.7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,4,4.3,1.7,1.1,0.9,0.8,,37.2,54.6,7.1,31.0,4.6,50.2,,,,,0.3,0.4,0.4,0.4,0.4,0.5,,,,,0.6240,0.6281,0.4479,1.2434,1.2878,1.2311,1.5915,1.7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,7,5,3.4,1.3,1.3,0.8,,,30.0,14.9,8.7,39.2,40.8,21.5,50.8,,,,0.3,0.3,0.3,0.3,0.4,0.4,0.4,,,,0.7998,0.8643,0.2479,1.1901,1.2159,1.0500,1.0022,1.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,1,5.0,1.7,0.8,0.4,0.3,0.2,21.6,9.4,39.3,6.3,44.1,29.5,45.5,,,,0.3,0.4,0.3,0.2,0.4,0.4,0.4,,,,0.7610,0.7806,0.4081,1.3445,1.4407,1.0472,1.0412,1.1903,3.3094,1.0613,1.4768,,,,,,,1,0.0007,0.6294,0.6294,,,,,1,0.0054,0.6915,0.6942,,,,,,,,,3,2 clams,
2017_L_03,25/5/17,20170525,8,2,5.0,0.7,0.4,0.2,0.3,0.3,38.0,12.1,36.0,29.8,16.8,,,,,,0.3,0.2,0.3,0.3,0.3,,,,,,0.6782,0.6920,0.5542,1.3875,1.4062,0.5257,1.0876,1.1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,3,2.4,1.0,0.8,0.2,,,17.6,20.8,23.9,15.0,28.9,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,0.6240,0.6242,0.2299,1.3866,1.4090,0.4471,0.9957,1.0669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,4,4.6,1.6,1.5,0.4,0.4,,31.9,57.3,37.9,47.0,45.3,27.6,5.0,,,,0.3,0.5,0.4,0.4,0.5,0.4,0.4,,,,0.6748,0.7028,0.5814,1.1530,1.2354,1.6792,1.2624,1.4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_03,25/5/17,20170525,8,5,4.7,1.4,0.7,0.4,0.3,0.3,17.9,37.1,29.4,11.8,3.4,21.7,,,,,0.3,0.4,0.4,0.3,0.3,0.4,,,,,0.7044,0.7139,0.9012,1.3187,1.4267,0.6521,1.3202,1.4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,1,1,2.8,0.4,0.7,0.7,0.5,0.3,45.2,47.0,57.6,27.0,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6806,0.6903,0.3684,0.7458,0.7963,1.1076,1.6309,1.7801,2.7527,2.0906,2.4253,,,,,,,2,0.0045,0.5608,0.5613,8,0.0365,0.4252,0.4293,2,0.1045,0.5351,0.5701,1,0.0020,0.4443,0.4445,,,,,5,,
2017_L_04,28/6/17,20170628,1,2,5.0,0.6,1.3,1.6,,,47.2,40.2,48.6,33.2,19.0,12.7,23.1,22.2,,,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.4,,,0.6313,0.6395,0.4449,0.7799,0.8321,1.9000,1.7547,2.0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,1,3,5.0,0.5,2.0,1.7,,,13.7,20.0,22.5,48.0,55.6,44.3,16.3,,,,0.3,0.3,0.5,0.4,0.5,0.4,0.4,,,,0.6849,0.6899,0.4668,0.7735,0.8336,1.5106,1.8907,2.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,1,4,4.8,0.5,0.6,0.6,0.6,1.3,33.5,26.6,15.9,10.9,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6717,0.6736,0.4888,0.7957,0.8742,0.4568,1.5591,1.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,1,5,5.0,1.5,1.7,1.7,,,10.1,48.8,27.6,14.4,61.6,43.0,17.5,,,,0.3,0.4,0.4,0.5,0.5,0.5,0.3,,,,0.6103,0.6116,0.4448,0.7859,0.8496,1.9387,1.7810,2.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,2,1,5.0,0.7,1.0,1.3,1.5,,48.2,39.4,23.7,17.5,,,,,,,0.4,0.4,0.5,0.4,,,,,,,0.6028,0.6056,0.4222,0.7020,0.7685,0.8500,1.9750,2.1061,2.9393,1.8970,2.2750,,,,,,,18,0.0639,0.4775,0.4811,24,0.6490,0.5497,0.5529,1,0.0280,0.5479,0.5598,1,,,,,,,,2,,"gastropod lost, DW unknow"
2017_L_04,28/6/17,20170628,2,2,5.0,0.4,0.5,0.6,0.7,0.7,18.5,36.4,28.8,43.4,,,,,,,0.3,0.4,0.4,0.4,,,,,,,0.6888,0.6922,0.4465,0.5026,0.6037,0.6033,2.1176,2.2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,2,3,5.0,0.7,0.7,0.7,0.6,0.5,24.2,56.5,32.1,24.4,58.3,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6637,0.6640,0.6440,0.4662,0.5614,1.1802,1.8598,2.0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,2,4,5.0,0.7,2.0,1.5,,,23.8,58.1,43.8,38.0,18.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6411,0.6438,0.4332,0.8132,0.8714,1.2691,1.9448,2.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,2,5,5.0,0.7,1.0,1.7,,,47.8,16.2,22.8,27.5,56.0,,,,,,0.5,0.4,0.5,0.5,0.5,,,,,,0.6650,0.6674,0.4668,0.7609,0.8378,1.3483,1.5484,1.7545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,3,1,4.8,0.9,1.2,1.5,1.0,,7.9,11.4,20.7,31.0,47.7,,,,,,0.4,0.2,0.5,0.4,0.4,,,,,,0.6566,0.6594,0.5205,1.0071,1.0740,0.9837,1.8074,1.9529,2.9602,1.8109,2.1613,,,2,0.0015,0.5589,0.5599,9,0.0122,0.6499,0.6501,21,0.0288,0.6403,0.6419,,,,,5,0.0222,0.4870,0.4940,,,,,2,,
2017_L_04,28/6/17,20170628,3,2,5.0,1.0,2.2,,,,29.6,49.6,52.4,33.4,6.7,,,,,,0.4,0.4,0.4,0.4,0.3,,,,,,0.6799,0.6842,0.4711,0.9833,1.0379,1.3216,2.1470,2.3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,3,3,5.0,0.9,1.2,1.3,1.1,,33.0,47.6,30.7,40.2,7.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6478,0.6505,0.6832,0.8710,0.9664,0.9559,1.7920,1.9436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,3,4,5.0,1.5,1.5,1.6,,,40.0,23.3,42.4,18.6,17.2,,,,,,0.4,0.4,0.4,0.4,0.3,,,,,,0.6437,0.6465,0.4602,0.7732,0.8372,1.0255,1.8665,2.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,3,5,3.0,0.5,0.4,0.5,0.4,0.4,42.8,52.4,24.9,26.0,,,,,,,0.3,0.3,0.4,0.3,,,,,,,0.6576,0.6616,0.3670,0.8348,0.8846,1.0101,1.8249,1.9570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,4,1,5.0,0.9,1.2,1.0,0.9,,35.2,18.2,44.4,48.0,,,,,,,0.4,0.5,0.4,0.4,,,,,,,0.6533,0.6545,0.4373,0.8324,0.8947,1.1084,2.1300,2.3065,1.5377,2.2685,2.4615,,,1,0.1596,0.6423,0.6977,7,0.0137,0.3984,0.3988,3,0.0040,0.3773,0.3774,2,0.5570,0.6569,0.6753,3,0.0206,0.4052,0.4154,,,,,4,,
2017_L_04,28/6/17,20170628,4,2,5.0,1.7,1.2,1.2,1.0,,45.8,56.0,39.2,38.0,18.5,,,,,,0.5,0.4,0.4,0.4,0.4,,,,,,0.7078,0.7117,0.5388,0.7235,0.8046,1.6617,1.9446,2.2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,4,3,5.0,1.5,1.1,1.3,0.9,,62.4,41.0,59.3,33.2,12.4,,,,,,0.5,0.5,0.5,0.4,0.4,,,,,,0.6037,0.6075,0.6976,0.7939,0.8998,2.1778,1.6373,1.9621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,4,4,5.0,1.3,1.1,2.1,,,63.4,48.1,57.9,16.0,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6568,0.6608,0.5568,0.7934,0.8678,1.9484,2.2576,2.5483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,4,5,1.6,0.4,0.3,0.3,,,27.4,15.9,18.2,,,,,,,,0.3,0.3,0.3,,,,,,,,0.6650,0.6670,0.1268,0.8111,0.8333,0.3630,2.0476,2.0941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,5,1,5.0,0.6,1.1,1.7,1.4,,22.7,49.4,20.2,45.0,24.6,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6613,0.6657,0.4588,0.8509,0.9120,1.4165,2.1020,2.3177,1.6484,1.7111,1.9312,,,1,0.0002,0.3588,0.5889,13,0.0234,0.4606,0.4614,3,0.0082,0.3454,0.3454,3,0.1246,0.6058,0.6387,7,0.0278,0.4268,0.4381,,,,,2,,
2017_L_04,28/6/17,20170628,5,2,5.0,1.4,1.8,,,,11.7,50.0,37.8,8.1,53.6,39.4,,,,,0.5,0.5,0.5,0.4,0.5,0.5,,,,,0.8328,0.8391,0.3786,0.8840,0.9342,1.6699,2.0071,2.2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,5,3,5.0,1.4,1.7,,,,20.1,25.4,67.3,51.2,9.8,47.2,,,,,0.3,0.5,0.5,0.4,0.5,0.4,,,,,0.5987,0.6018,0.4759,0.7497,0.8075,1.8853,2.1861,2.4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,5,4,5.0,2.8,,,,,31.4,21.7,49.6,13.8,66.9,46.8,23.5,,,,0.5,0.4,0.6,0.5,0.5,0.6,0.5,,,,0.6995,0.7026,0.5721,0.8114,0.8972,2.6418,2.3223,2.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,5,5,5.0,0.5,1.1,1.9,1.3,,11.3,42.8,18.7,43.2,21.1,,,,,,0.4,0.4,0.4,0.4,0.5,,,,,,0.7161,0.7228,0.3852,0.7099,0.7691,0.9015,2.4508,2.5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,6,1,5.0,1.4,1.6,2.0,,,51.0,11.9,35.4,35.4,,,,,,,0.5,0.5,0.4,0.5,,,,,,,0.5391,0.5412,0.6083,0.6751,0.7533,1.1036,2.5573,2.7221,3.1447,1.6679,2.0394,,,4,0.0027,0.5436,0.5436,8,0.0067,0.5303,0.5306,5,0.0026,0.5586,0.5586,8,0.2405,0.6074,0.7066,10,0.0890,0.5204,0.5561,,,,,,,
2017_L_04,28/6/17,20170628,6,2,5.0,0.8,1.4,1.2,1.4,,50.8,45.6,59.0,20.7,16.1,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.7962,0.7970,0.6641,0.8118,0.8987,1.6214,1.7033,1.9325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,6,3,5.0,1.4,2.0,,,,46.0,40.8,47.9,26.9,7.1,27.8,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,0.5433,0.5444,0.5195,0.8149,0.8786,1.7666,1.9310,2.1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,6,4,5.0,1.2,1.5,1.8,,,49.1,28.1,47.6,30.0,25.7,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.7166,0.7176,0.3654,0.8110,0.8592,1.4076,1.7066,1.9205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,6,5,5.0,1.2,2.0,1.8,,,24.6,8.7,44.8,42.4,37.6,11.7,35.2,,,,0.5,0.5,0.5,0.5,0.5,0.3,0.5,,,,0.7040,0.7040,0.5270,0.8564,0.9222,1.6668,1.8733,2.1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,7,1,5.0,0.9,1.3,1.7,,,57.8,17.9,12.2,48.4,23.2,11.5,,,,,0.5,0.5,0.3,0.4,0.4,0.2,,,,,0.7485,0.7487,0.4023,0.6782,0.7357,1.2417,2.4172,2.6023,6.9253,1.7806,2.6405,,,1,0.0008,0.4892,0.4893,11,0.0157,0.2934,0.2953,5,0.0059,0.2999,0.3009,2,0.0857,0.3306,0.3609,1,0.0077,0.3896,0.3919,,,,,4,,
2017_L_04,28/6/17,20170628,7,2,4.5,0.9,0.9,0.9,0.8,0.3,46.1,37.2,49.6,19.5,30.8,,,,,,0.4,0.4,0.4,0.3,0.4,,,,,,0.6768,0.6812,0.3955,0.8249,0.8874,1.0786,2.2434,2.4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,7,3,5.0,1.5,2.0,,,,57.8,55.9,48.9,34.8,7.0,40.0,,,,,0.5,0.5,0.4,0.4,0.4,0.4,,,,,0.7355,0.7368,0.4259,0.8227,0.8826,1.9185,2.3551,2.6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,7,4,5.0,1.5,1.2,1.1,0.9,,46.2,35.0,32.2,48.6,32.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6730,0.6740,0.5084,0.8121,0.8905,1.4827,2.5072,2.7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,7,5,5.0,1.1,1.8,,,,36.6,33.0,48.6,21.5,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.7062,0.7071,0.3602,0.7304,0.7807,1.1241,2.2262,2.3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,8,1,5.0,1.3,3.0,,,,56.9,56.1,50.2,59.4,29.7,6.2,,,,,0.6,0.6,0.6,0.6,0.6,0.5,,,,,0.7604,0.7604,0.6437,1.0642,1.1418,2.5336,1.8224,2.1787,8.1216,2.2053,3.1009,,,2,0.0071,0.4598,0.4602,33,0.0323,0.5322,0.5351,28,0.3045,0.5155,0.5183,3,0.1453,0.6023,0.6442,2,0.0038,0.5112,0.5121,,,,,3,,
2017_L_04,28/6/17,20170628,8,2,5.0,1.9,2.4,,,,47.4,42.6,39.2,58.4,27.4,,,,,,0.6,0.5,0.5,0.5,0.5,,,,,,0.6750,0.6754,0.5485,1.0726,1.1405,2.1237,2.0298,2.3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,8,3,5.0,1.2,1.6,1.6,,,47.4,39.3,26.6,10.1,32.6,39.9,,,,,0.5,0.5,0.4,0.3,0.5,0.5,,,,,0.7040,0.7040,0.5078,0.8971,0.9533,1.4526,1.7523,1.9585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,8,4,5.0,1.1,1.5,1.3,,,43.2,55.5,41.8,51.4,62.1,9.9,10.1,5.6,,,0.4,0.5,0.5,0.5,0.5,0.4,0.3,0.3,,,0.7560,0.7560,0.4605,0.8664,0.9273,2.1160,2.0596,2.3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_04,28/6/17,20170628,8,5,5.0,0.8,1.3,1.5,,,53.6,57.2,22.5,48.6,26.4,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6666,0.6666,0.4296,0.7353,0.7883,1.6490,1.8983,2.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,1,1,5.0,0.7,0.8,0.6,0.6,0.5,24.6,31.8,31.2,16.1,23.9,,,,,,0.3,0.3,0.3,0.3,0.3,,,,,,0.6538,0.6643,0.4120,0.9363,1.0189,0.5517,1.8443,1.9496,4.8950,2.2313,2.9674,,,1,0.1034,0.5157,0.5543,2,0.0076,0.3008,0.3016,,,,,1,0.0110,0.7127,0.7160,4,0.0607,0.6972,0.7281,,,,,3,,
2017_L_05,27/6/17,20170627,1,2,5.0,0.7,1.5,1.8,,,28.5,33.6,20.7,35.6,25.2,,,,,,0.3,0.3,0.3,0.3,0.4,,,,,,0.6140,0.6250,0.4178,0.9288,1.0110,0.7809,1.7150,1.8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,1,3,5.0,0.9,1.1,2.3,,,17.1,45.6,37.9,12.2,52.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.7335,0.7456,0.4251,0.8760,0.9455,1.0029,1.6673,1.8165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,1,4,5.0,1.1,1.5,1.1,1.6,,15.7,18.1,17.1,15.2,30.9,3.7,29.0,,,,0.3,0.3,0.4,0.3,0.4,0.2,0.3,,,,0.6468,0.6662,0.5825,0.8843,1.0169,0.7282,1.7601,1.8785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,1,5,5.0,1.2,1.1,1.1,0.7,,22.7,36.4,18.8,37.6,16.2,,,,,,0.4,0.4,0.3,0.4,0.3,,,,,,0.7188,0.7317,0.4128,0.8918,0.9604,0.6576,1.8626,1.9770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,2,1,1.8,0.5,0.6,0.4,0.3,,18.0,29.7,27.0,8.6,39.8,23.0,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,0.6328,0.6433,0.1562,0.8943,0.9180,0.7205,2.1318,2.2563,2.9044,2.2580,2.6691,,,,,,,8,0.0069,0.2773,0.2779,,,,,,,,,16,0.0538,0.4696,0.5006,,,,,3,2 bivalves,
2017_L_05,27/6/17,20170627,2,2,5.0,0.5,0.9,0.8,0.6,0.6,37.2,27.9,5.4,29.1,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6467,0.6574,0.6482,0.8856,0.9982,0.8160,2.1135,2.2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,2,3,5.0,0.6,0.8,,0.6,0.6,29.4,33.0,31.0,32.4,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6466,0.6563,0.7542,0.8892,1.0118,0.8619,2.1803,2.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,2,4,4.6,0.7,1.1,1.0,0.5,0.4,24.3,45.9,32.8,41.6,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6411,0.6493,0.4301,0.9081,0.9718,1.0518,2.2618,2.4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,2,5,5.0,1.0,1.3,1.1,0.8,0.7,11.5,29.2,34.2,28.2,,,,,,,0.2,0.4,0.4,0.4,,,,,,,0.6635,0.6710,0.6934,0.8294,0.9335,0.8461,2.1882,2.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,3,1,4.1,0.7,1.3,1.2,0.9,,22.5,13.1,24.5,17.9,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.7010,0.7012,0.3644,0.8178,0.8719,0.4383,2.1016,2.1777,3.3227,1.9936,2.4451,,,,,,,1,0.0009,0.4055,0.4056,,,,,,,,,2,0.0079,0.6344,0.6387,,,,,1,1 brittle star,
2017_L_05,27/6/17,20170627,3,2,5.0,0.9,1.0,0.8,0.3,0.2,10.7,27.3,34.9,15.5,16.2,,,,,,0.3,0.3,0.3,0.4,0.3,,,,,,0.6764,0.6796,0.6084,0.8825,1.0393,0.4909,2.1020,2.1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,3,3,5.0,0.7,0.8,0.6,0.4,0.4,19.7,4.6,31.6,31.8,14.8,,,,,,0.3,0.3,0.3,0.4,0.3,,,,,,0.6899,0.6988,0.4828,0.8965,1.0184,0.5250,2.2678,2.3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,3,4,4.0,0.4,0.4,0.5,0.6,0.5,11.5,34.3,20.3,32.3,,,,,,,0.3,0.3,0.3,0.3,,,,,,,0.6544,0.6545,0.3601,0.9613,1.0195,0.4690,2.0661,2.1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,3,5,5.0,0.2,0.5,0.4,0.3,0.3,19.9,14.5,31.6,,,,,,,,0.3,0.3,0.3,,,,,,,,0.6526,0.6530,0.3931,0.8968,0.9915,0.2593,2.0836,2.1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,4,1,4.7,1.2,1.1,0.7,0.7,0.4,38.6,27.5,7.9,22.2,36.4,19.6,,,,,0.4,0.4,0.3,0.4,0.4,0.4,,,,,0.6203,0.6203,0.7165,0.9039,1.0706,0.9781,2.5510,2.7174,2.7320,2.0351,2.3959,,,,,,,,,,,2,0.0019,0.3289,0.3289,1,0.0037,0.4113,0.4129,12,0.0855,0.3228,0.3724,,,,,2,,
2017_L_05,27/6/17,20170627,4,2,4.6,0.8,1.0,0.8,1.0,0.9,25.5,30.0,9.7,32.0,26.3,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6373,0.6384,0.6996,1.0025,1.1351,0.7157,2.6400,2.7630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,4,3,5.0,0.7,1.1,0.7,0.5,0.3,28.3,34.0,42.8,11.2,34.8,,,,,,0.4,0.5,0.5,0.5,0.4,,,,,,0.6638,0.6642,0.6780,0.9035,1.0524,1.0400,2.5984,2.7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_05,27/6/17,20170627,4,4,4.1,0.6,1.2,1.3,1.1,,31.9,35.4,10.5,28.9,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7336,0.7336,0.6094,0.9142,1.0073,0.9047,2.2098,2.3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
