bed_no,date_MM.DD.YY,species,boat_track,drone,drone_launch_time_AKDT,time_UTC,latitude_decimal_degrees,longitude_decimal_degrees,density
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,20:59:50,55.20616363,-133.2252145,3
39,07.15.17,Nereocystis,N,Y,N/A,21:42,55.204881,-133.321202,2.5
40,07.15.17,Nereocystis,N,Y,N/A,22:16,55.211879,-133.308211,4
41,07.16.17,Macrocystis,Y,Y,9:20,17:41:54,55.19975516,-132.9479703,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:41:55,55.19974653,-132.9479802,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:42:05,55.19963354,-132.9479978,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:42:12,55.19954989,-132.9480115,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:42:22,55.19942936,-132.9480153,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:42:34,55.19936968,-132.9481026,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:42:44,55.19931737,-132.9482502,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:42:56,55.19926046,-132.9483866,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:43:01,55.19927194,-132.9484531,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:43:07,55.19927647,-132.948546,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:43:17,55.19932031,-132.94871,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:43:28,55.19938594,-132.9488974,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:43:41,55.19940471,-132.9491331,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:43:54,55.19938971,-132.9493252,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:44:04,55.19940882,-132.9495099,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:44:14,55.1994721,-132.9497976,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:44:25,55.19959783,-132.9500809,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:44:33,55.19968819,-132.9502183,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:44:44,55.19989355,-132.9502676,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:44:55,55.20008675,-132.9504138,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:45:07,55.20029554,-132.9506255,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:45:19,55.2004667,-132.9508042,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:45:28,55.20052068,-132.9507347,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:45:36,55.20048196,-132.9504896,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:45:44,55.20049729,-132.9501615,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:45:55,55.20055085,-132.9497318,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:46:06,55.20058514,-132.9492969,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:46:18,55.20055505,-132.9489314,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:46:35,55.20052965,-132.94852,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:46:53,55.20049671,-132.9480941,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:05,55.2005869,-132.9478616,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:16,55.20072947,-132.9477555,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:26,55.20082561,-132.9476253,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:32,55.20089166,-132.9474577,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:37,55.2009593,-132.9473023,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:48,55.2009412,-132.9470684,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:47:54,55.20089334,-132.9469836,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:48:07,55.20075579,-132.946845,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:48:19,55.20058178,-132.9466806,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:48:32,55.20036922,-132.9465757,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:48:44,55.20017803,-132.9465447,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:48:53,55.20010041,-132.9464106,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:49:02,55.20002615,-132.9462306,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:49:12,55.19993621,-132.946166,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:49:26,55.19982649,-132.9463199,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:49:39,55.19969221,-132.946575,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:49:56,55.19966397,-132.947017,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:05,55.19971216,-132.9472537,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:08,55.1997482,-132.947307,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:20,55.19989313,-132.9474914,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:31,55.19996245,-132.947711,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:33,55.19995398,-132.9477482,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:39,55.19992129,-132.9478745,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:46,55.19983118,-132.9479767,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:57,55.19967277,-132.948057,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:50:59,55.19963848,-132.94807,2
41,07.16.17,Macrocystis,Y,Y,9:20,17:51:05,55.19956439,-132.9480472,2
42,07.16.17,Macrocystis,Y,Y,12:09,18:23:29,55.14198507,-132.9442581,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:23:30,55.14200167,-132.9442512,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:23:41,55.14215363,-132.9441354,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:23:50,55.14222588,-132.943973,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:23:58,55.14228255,-132.943778,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:24:07,55.14226654,-132.9435384,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:24:17,55.14213209,-132.9434302,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:24:26,55.14199044,-132.9433609,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:24:36,55.14186756,-132.9431665,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:24:45,55.14188089,-132.9429703,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:24:54,55.14181601,-132.9427508,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:25:04,55.14168684,-132.9427319,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:25:13,55.1415389,-132.9428005,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:25:24,55.14134067,-132.9427816,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:25:35,55.14116038,-132.9426067,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:25:45,55.14103683,-132.942367,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:25:55,55.14093842,-132.942114,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:05,55.14077397,-132.942028,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:15,55.14061622,-132.9420637,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:25,55.14052603,-132.942286,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:35,55.14045378,-132.9425481,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:45,55.14046283,-132.9427728,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:47,55.14047432,-132.9428122,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:26:59,55.14054867,-132.9431226,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:27:08,55.14057901,-132.9433633,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:27:19,55.1406065,-132.9436513,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:27:31,55.14075377,-132.9438865,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:27:44,55.1409717,-132.9440305,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:27:53,55.14111687,-132.9440409,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:01,55.14125576,-132.9440102,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:09,55.14136707,-132.9440834,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:20,55.14152298,-132.9441827,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:31,55.14160822,-132.9443383,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:32,55.14161719,-132.9443342,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:43,55.14179137,-132.944199,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:47,55.14184744,-132.9441755,3
42,07.16.17,Macrocystis,Y,Y,12:09,18:28:54,55.14192673,-132.944245,3
43,07.16.17,Macrocystis,N,Y,10:44,18:42:38,55.142979,-132.928917,3
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:02,55.141355,-132.9268038,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:03,55.14135685,-132.9268041,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:07,55.14135408,-132.9268017,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:08,55.14135534,-132.9268015,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:10,55.1413602,-132.9268001,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:22,55.1413633,-132.9267524,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:35,55.14130111,-132.926586,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:45,55.14122115,-132.9263525,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:01:56,55.14125384,-132.9261271,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:02:08,55.14128175,-132.9259359,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:02:20,55.14125467,-132.925712,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:02:32,55.14116474,-132.9255816,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:02:34,55.1411499,-132.9255683,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:02:47,55.14103901,-132.9255582,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:00,55.1408976,-132.9256634,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:11,55.14080431,-132.9257049,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:17,55.14075117,-132.9256658,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:29,55.14062653,-132.9254113,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:39,55.14045722,-132.9252527,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:49,55.14031087,-132.9250516,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:03:57,55.14020316,-132.9251108,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:04:05,55.14016201,-132.9252591,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:04:14,55.14024868,-132.9254611,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:04:26,55.14031867,-132.9258418,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:04:38,55.14040986,-132.9262179,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:04:46,55.14054439,-132.9263206,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:04:54,55.14065964,-132.926441,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:04,55.14072033,-132.9266825,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:14,55.14089693,-132.9267432,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:24,55.14107664,-132.9268538,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:34,55.14126624,-132.9269099,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:38,55.14130379,-132.9268544,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:41,55.14131402,-132.9267954,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:50,55.14128795,-132.9265935,2
44,07.16.17,Macrocystis,Y,Y,10:44,19:05:57,55.14122685,-132.9263952,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:47:58,55.19263951,-132.8541107,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:47:59,55.19262736,-132.854104,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:02,55.19259207,-132.8540745,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:03,55.19258126,-132.8540585,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:10,55.19250473,-132.8539911,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:20,55.19239308,-132.8539538,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:33,55.19227725,-132.8541062,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:45,55.19211179,-132.8542535,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:48:58,55.19197952,-132.8542536,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:49:00,55.19196108,-132.8542795,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:49:14,55.19186008,-132.8544939,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:49:24,55.19177827,-132.8545531,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:49:26,55.19176737,-132.8545401,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:49:43,55.19163737,-132.8543194,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:49:54,55.19153142,-132.8542182,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:50:05,55.19146588,-132.8542575,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:50:15,55.19142925,-132.8544475,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:50:33,55.19148105,-132.8548116,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:50:46,55.19148666,-132.8550074,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:50:56,55.19141466,-132.855201,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:51:07,55.19136052,-132.8554378,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:51:22,55.1914145,-132.8557704,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:51:27,55.19141156,-132.8558694,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:51:39,55.19138281,-132.8560966,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:51:49,55.19132162,-132.8562889,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:52:00,55.19133403,-132.8564347,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:52:01,55.19134157,-132.8564485,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:52:13,55.19146688,-132.8565022,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:52:25,55.19162849,-132.8564936,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:52:47,55.19189344,-132.8565347,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:53:06,55.19215504,-132.8564874,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:53:25,55.19241664,-132.8563844,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:53:37,55.19257799,-132.856354,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:53:48,55.19269441,-132.856304,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:54:01,55.19280707,-132.8562014,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:54:13,55.19284847,-132.8559653,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:54:31,55.19289876,-132.855488,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:54:41,55.19290622,-132.855239,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:54:56,55.19284805,-132.8549271,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:55:10,55.19274873,-132.8546523,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:55:27,55.19269207,-132.8542738,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:55:38,55.19260833,-132.8540023,2
45,07.16.17,Macrocystis,Y,Y,12:40,20:55:50,55.19251437,-132.8537938,2
46,07.16.17,Macrocystis,Y,Y,14:00,21:49:23,55.22807811,-132.8513502,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:49:24,55.2280818,-132.8513753,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:49:27,55.22809714,-132.8514511,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:49:28,55.228102,-132.8514782,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:49:38,55.22811751,-132.8516625,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:49:50,55.2281818,-132.8518544,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:50:05,55.22833929,-132.8520412,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:50:18,55.22846427,-132.8522281,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:50:34,55.22864272,-132.8525023,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:50:45,55.22873626,-132.8526743,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:50:53,55.22880684,-132.8526539,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:51:08,55.22894539,-132.8525007,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:51:22,55.22910046,-132.8524753,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:51:33,55.22922442,-132.8524691,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:51:40,55.22927648,-132.8523932,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:51:50,55.22932358,-132.8522006,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:00,55.22935837,-132.8520299,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:07,55.22940246,-132.8518827,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:18,55.22947496,-132.8516718,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:29,55.22944059,-132.8515635,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:32,55.22941352,-132.8515469,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:46,55.22923063,-132.8514741,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:52:59,55.22904178,-132.8513486,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:53:13,55.22883777,-132.8513303,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:53:25,55.22869519,-132.8513493,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:53:37,55.22856175,-132.8512287,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:53:46,55.22843443,-132.851217,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:53:57,55.22826746,-132.8513186,3
46,07.16.17,Macrocystis,Y,Y,14:00,21:54:08,55.22809102,-132.8514743,3
47,07.16.17,Nereocystis,N,Y,15:00,22:58:37,55.23094,-133.095746,4
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:10:59,55.26571697,-133.1993684,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:00,55.26570087,-133.199361,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:05,55.26561655,-133.1993584,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:13,55.26546568,-133.1993371,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:23,55.26531179,-133.1992583,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:34,55.26520609,-133.1993193,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:45,55.26505496,-133.1994505,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:11:56,55.26488707,-133.1994679,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:12:05,55.26482404,-133.1992668,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:12:15,55.26484357,-133.1990309,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:12:26,55.26478599,-133.1989182,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:12:39,55.26460662,-133.1989927,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:12:49,55.26451333,-133.1991629,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:12:59,55.26448139,-133.1993824,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:13:09,55.26452137,-133.1995453,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:13:21,55.26460351,-133.1998536,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:13:32,55.26465548,-133.2002252,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:13:43,55.26458306,-133.2005365,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:13:56,55.26445314,-133.2008528,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:14:11,55.2643337,-133.2013099,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:14:22,55.2642301,-133.2016297,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:14:32,55.26420747,-133.201836,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:14:41,55.26420118,-133.2020711,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:14:50,55.26410647,-133.2021699,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:15:00,55.26398367,-133.2023052,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:15:11,55.26381905,-133.2022608,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:15:23,55.26364873,-133.2023123,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:15:33,55.2636199,-133.2025034,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:15:43,55.26364345,-133.2027044,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:15:55,55.26382274,-133.202793,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:16:06,55.26402122,-133.2028869,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:16:14,55.26413069,-133.2029259,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:16:23,55.26414704,-133.203149,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:16:33,55.26413404,-133.2033453,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:16:42,55.2640747,-133.2034903,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:16:54,55.26389835,-133.2036806,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:05,55.26375166,-133.2037966,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:07,55.26375015,-133.2038257,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:19,55.26380606,-133.2040863,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:24,55.2638007,-133.2042355,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:29,55.26382081,-133.2043975,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:41,55.26375518,-133.2046252,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:17:51,55.26385283,-133.2046242,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:18:00,55.26399784,-133.2044772,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:18:09,55.26414268,-133.2042361,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:18:17,55.26424334,-133.2040563,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:18:30,55.26442934,-133.2037043,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:18:42,55.26464526,-133.2035427,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:18:53,55.26483729,-133.203377,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:19:05,55.26503133,-133.2032543,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:19:18,55.26521196,-133.2029395,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:19:30,55.26528035,-133.2025246,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:19:43,55.26533148,-133.2021314,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:19:54,55.26528044,-133.2018853,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:07,55.26511959,-133.2016264,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:14,55.26504231,-133.2014338,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:24,55.26501599,-133.2011049,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:33,55.26503577,-133.2008139,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:39,55.26507097,-133.2006048,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:47,55.2651646,-133.2004363,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:53,55.26526183,-133.2003574,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:20:54,55.26527591,-133.200354,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:02,55.26538261,-133.2002091,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:12,55.26554355,-133.2000774,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:21,55.2656339,-133.1999427,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:33,55.26564245,-133.1996308,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:40,55.2656536,-133.199421,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:45,55.26565754,-133.1993281,2
48,07.16.17,Macrocystis and Nereocystis,Y,Y,"15:32, 15:57",0:21:54,55.26561152,-133.1991668,2
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:24:32,55.26535872,-133.2093316,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:24:33,55.26538722,-133.2093411,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:24:37,55.26549568,-133.2093527,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:24:43,55.26564798,-133.2092324,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:24:52,55.26584001,-133.208888,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:24:59,55.26590724,-133.2085342,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:25:08,55.26601042,-133.208101,4
49,07.16.17,Nereocystis,Y,Y,"15:32, 15:57",0:25:15,55.26595132,-133.2078127,4
